"zcta5","county","cntyname","zipname","pop2k","afact"
"ZIP Census Tabulation Area","county","cntyname","zipname","Total Pop, 2000 census","zcta5 to county alloc factor"
"64836","29097","Jasper MO","CARTHAGE",21960,0.999 
"64836","29145","Newton MO","CARTHAGE",18,0.001 
"64840","29097","Jasper MO","DIAMOND",139,0.058 
"64840","29145","Newton MO","DIAMOND",2272,0.942 
"64841","29097","Jasper MO","DUENWEG",415,1 
"64842","29009","Barry MO","FAIRVIEW",38,0.044 
"64842","29145","Newton MO","FAIRVIEW",827,0.956 
"64843","29119","McDonald MO","GOODMAN",2733,0.871 
"64843","29145","Newton MO","GOODMAN",403,0.129 
"64844","29145","Newton MO","GRANBY",4523,1 
"64847","29119","McDonald MO","LANAGAN",426,1 
"64848","29097","Jasper MO","LA RUSSELL",154,0.218 
"64848","29109","Lawrence MO","LA RUSSELL",554,0.782 
"64849","29097","Jasper MO","NECK CITY",105,1 
"64850","29119","McDonald MO","NEOSHO",53,0.003 
"64850","29145","Newton MO","NEOSHO",20879,0.997 
"64854","29119","McDonald MO","NOEL",4052,1 
"64855","29011","Barton MO","ORONOGO",95,0.053 
"64855","29097","Jasper MO","ORONOGO",1692,0.947 
"64856","29119","McDonald MO","JANE",3734,1 
"64857","29097","Jasper MO","PURCELL",341,1 
"64858","29145","Newton MO","RACINE",157,1 
"64859","29097","Jasper MO","REEDS",1151,1 
"64861","29119","McDonald MO","ROCKY COMFORT",1005,0.955 
"64861","29145","Newton MO","ROCKY COMFORT",47,0.045 
"64862","29097","Jasper MO","SARCOXIE",2630,0.851 
"64862","29109","Lawrence MO","SARCOXIE",140,0.045 
"64862","29145","Newton MO","SARCOXIE",321,0.104 
"64863","29119","McDonald MO","SOUTH WEST CITY",1672,1 
"64865","29119","McDonald MO","SENECA",532,0.095 
"64865","29145","Newton MO","SENECA",5082,0.905 
"64866","29145","Newton MO","STARK CITY",1326,1 
"64867","29119","McDonald MO","STELLA",777,0.556 
"64867","29145","Newton MO","STELLA",620,0.444 
"64870","29097","Jasper MO","WEBB CITY",11365,1 
"64873","29109","Lawrence MO","WENTWORTH",513,0.55 
"64873","29145","Newton MO","WENTWORTH",420,0.45 
"64874","29009","Barry MO","WHEATON",897,1 
"65001","29125","Maries MO","ARGYLE",106,0.23 
"65001","29151","Osage MO","ARGYLE",355,0.77 
"65010","29019","Boone MO","ASHLAND",4040,1 
"65011","29135","Moniteau MO","BARNETT",107,0.05 
"65011","29141","Morgan MO","BARNETT",2016,0.95 
"65013","29125","Maries MO","BELLE",2464,0.766 
"65013","29151","Osage MO","BELLE",754,0.234 
"65014","29073","Gasconade MO","BLAND",1844,0.785 
"65014","29125","Maries MO","BLAND",125,0.053 
"65014","29151","Osage MO","BLAND",379,0.161 
"65016","29151","Osage MO","BONNOTS MILL",1265,1 
"65017","29131","Miller MO","BRUMLEY",1472,1 
"65018","29053","Cooper MO","CALIFORNIA",77,0.01 
"65018","29135","Moniteau MO","CALIFORNIA",7420,0.99 
"65020","29029","Camden MO","CAMDENTON",12165,1 
"65023","29051","Cole MO","CENTERTOWN",1363,0.897 
"65023","29135","Moniteau MO","CENTERTOWN",157,0.103 
"65024","29151","Osage MO","CHAMOIS",1200,1 
"65025","29053","Cooper MO","CLARKSBURG",199,0.244 
"65025","29135","Moniteau MO","CLARKSBURG",618,0.756 
"65026","29131","Miller MO","ELDON",12053,0.994 
"65026","29141","Morgan MO","ELDON",73,0.006 
"65032","29051","Cole MO","EUGENE",756,0.53 
"65032","29131","Miller MO","EUGENE",671,0.47 
"65034","29135","Moniteau MO","FORTUNA",302,0.517 
"65034","29141","Morgan MO","FORTUNA",282,0.483 
"65035","29151","Osage MO","FREEBURG",1599,1 
"65036","29073","Gasconade MO","GASCONADE",252,1 
"65037","29029","Camden MO","GRAVOIS MILLS",794,0.17 
"65037","29141","Morgan MO","GRAVOIS MILLS",3872,0.83 
"65039","29019","Boone MO","HARTSBURG",2081,0.965 
"65039","29027","Callaway MO","HARTSBURG",75,0.035 
"65040","29051","Cole MO","HENLEY",999,0.79 
"65040","29131","Miller MO","HENLEY",266,0.21 
"65041","29073","Gasconade MO","BAY",5127,0.878 
"65041","29139","Montgomery MO","BAY",563,0.096 
"65041","29219","Warren MO","BAY",152,0.026 
"65043","29027","Callaway MO","HOLTS SUMMIT",8948,1 
"65046","29135","Moniteau MO","JAMESTOWN",1142,1 
"65047","29029","Camden MO","KAISER",92,0.072 
"65047","29131","Miller MO","KAISER",1179,0.928 
"65048","29151","Osage MO","KOELTZTOWN",144,1 
"65049","29029","Camden MO","FOUR SEASONS",3774,0.777 
"65049","29131","Miller MO","FOUR SEASONS",1084,0.223 
"65050","29135","Moniteau MO","LATHAM",567,1 
"65051","29073","Gasconade MO","LINN",5,0.001 
"65051","29151","Osage MO","LINN",4688,0.999 
"65052","29029","Camden MO","LINN CREEK",3146,1 
"65053","29051","Cole MO","LOHMAN",1169,1 
"65054","29151","Osage MO","LOOSE CREEK",554,1 
"65058","29125","Maries MO","META",569,0.54 
"65058","29131","Miller MO","META",161,0.153 
"65058","29151","Osage MO","META",324,0.307 
"65059","29027","Callaway MO","MOKANE",786,1 
"65061","29073","Gasconade MO","MORRISON",415,0.676 
"65061","29151","Osage MO","MORRISON",199,0.324 
"65062","29151","Osage MO","MOUNT STERLING",8,1 
"65063","29027","Callaway MO","NEW BLOOMFIELD",2837,1 
"65064","29131","Miller MO","OLEAN",627,1 
"65065","29029","Camden MO","OSAGE BEACH",4909,1 
"65066","29055","Crawford MO","OWENSVILLE",244,0.037 
"65066","29073","Gasconade MO","OWENSVILLE",6276,0.963 
"65067","29027","Callaway MO","PORTLAND",412,1 
"65068","29053","Cooper MO","PRAIRIE HOME",625,1 
"65069","29027","Callaway MO","RHINELAND",73,0.098 
"65069","29139","Montgomery MO","RHINELAND",674,0.902 
"65072","29131","Miller MO","ROCKY MOUNT",308,0.191 
"65072","29141","Morgan MO","ROCKY MOUNT",1301,0.809 
"65074","29051","Cole MO","RUSSELLVILLE",2068,0.732 
"65074","29131","Miller MO","RUSSELLVILLE",6,0.002 
"65074","29135","Moniteau MO","RUSSELLVILLE",753,0.266 
"65075","29131","Miller MO","SAINT ELIZABETH",790,1 
"65076","29051","Cole MO","SAINT THOMAS",666,0.747 
"65076","29151","Osage MO","SAINT THOMAS",225,0.253 
"65077","29027","Callaway MO","STEEDMAN",554,1 
"65078","29015","Benton MO","STOVER",33,0.01 
"65078","29141","Morgan MO","STOVER",3394,0.985 
"65078","29159","Pettis MO","STOVER",20,0.006 
"65079","29029","Camden MO","SUNRISE BEACH",4233,0.92 
"65079","29141","Morgan MO","SUNRISE BEACH",369,0.08 
"65080","29027","Callaway MO","TEBBETTS",762,1 
"65081","29053","Cooper MO","TIPTON",68,0.016 
"65081","29135","Moniteau MO","TIPTON",3656,0.856 
"65081","29141","Morgan MO","TIPTON",546,0.128 
"65082","29131","Miller MO","TUSCUMBIA",1171,1 
"65083","29131","Miller MO","ULMAN",292,1 
"65084","29135","Moniteau MO","VERSAILLES",40,0.006 
"65084","29141","Morgan MO","VERSAILLES",6370,0.994 
"65085","29151","Osage MO","WESTPHALIA",1061,1 
"65101","29051","Cole MO","JEFFERSON CITY",27909,0.989 
"65101","29151","Osage MO","JEFFERSON CITY",307,0.011 
"65109","29051","Cole MO","JEFFERSON CITY",36467,1 
"65201","29019","Boone MO","COLUMBIA",34474,0.998 
"65201","29027","Callaway MO","COLUMBIA",73,0.002 
"65202","29019","Boone MO","COLUMBIA",35354,0.987 
"65202","29027","Callaway MO","COLUMBIA",480,0.013 
"65203","29019","Boone MO","COLUMBIA",45379,1 
"65230","29089","Howard MO","ARMSTRONG",671,0.909 
"65230","29175","Randolph MO","ARMSTRONG",67,0.091 
"65231","29007","Audrain MO","AUXVASSE",41,0.013 
"65231","29027","Callaway MO","AUXVASSE",3035,0.987 
"65232","29007","Audrain MO","BENTON CITY",220,1 
"65233","29053","Cooper MO","BOONVILLE",11138,1 
"65236","29041","Chariton MO","BRUNSWICK",1460,1 
"65237","29053","Cooper MO","BUNCETON",915,1 
"65239","29175","Randolph MO","CAIRO",1223,1 
"65240","29007","Audrain MO","CENTRALIA",1124,0.159 
"65240","29019","Boone MO","CENTRALIA",5808,0.823 
"65240","29027","Callaway MO","CENTRALIA",107,0.015 
"65240","29137","Monroe MO","CENTRALIA",18,0.003 
"65243","29007","Audrain MO","CLARK",771,0.315 
"65243","29019","Boone MO","CLARK",514,0.21 
"65243","29089","Howard MO","CLARK",108,0.044 
"65243","29137","Monroe MO","CLARK",63,0.026 
"65243","29175","Randolph MO","CLARK",995,0.406 
"65244","29041","Chariton MO","CLIFTON HILL",37,0.084 
"65244","29175","Randolph MO","CLIFTON HILL",405,0.916 
"65246","29041","Chariton MO","DALTON",141,1 
"65247","29121","Macon MO","EXCELLO",567,1 
"65248","29089","Howard MO","FAYETTE",4596,1 
"65250","29089","Howard MO","FRANKLIN",650,1 
"65251","29027","Callaway MO","FULTON",21045,1 
"65254","29041","Chariton MO","GLASGOW",236,0.116 
"65254","29089","Howard MO","GLASGOW",1794,0.884 
"65255","29019","Boone MO","HALLSVILLE",2926,1 
"65256","29019","Boone MO","HARRISBURG",1386,0.913 
"65256","29089","Howard MO","HARRISBURG",132,0.087 
"65257","29089","Howard MO","HIGBEE",272,0.174 
"65257","29175","Randolph MO","HIGBEE",1289,0.826 
"65258","29137","Monroe MO","HOLLIDAY",520,1 
"65259","29175","Randolph MO","HUNTSVILLE",2714,1 
"65260","29121","Macon MO","JACKSONVILLE",46,0.083 
"65260","29137","Monroe MO","JACKSONVILLE",18,0.032 
"65260","29175","Randolph MO","JACKSONVILLE",492,0.885 
"65261","29041","Chariton MO","KEYTESVILLE",1055,1 
"65262","29027","Callaway MO","KINGDOM CITY",502,1 
"65263","29137","Monroe MO","MADISON",1889,0.985 
"65263","29175","Randolph MO","MADISON",28,0.015 
"65264","29007","Audrain MO","MARTINSBURG",724,0.82 
"65264","29027","Callaway MO","MARTINSBURG",131,0.148 
"65264","29139","Montgomery MO","MARTINSBURG",28,0.032 
"65265","29007","Audrain MO","MEXICO",15531,0.993 
"65265","29137","Monroe MO","MEXICO",106,0.007 
"65270","29137","Monroe MO","MOBERLY",57,0.003 
"65270","29175","Randolph MO","MOBERLY",17242,0.997 
"65274","29089","Howard MO","NEW FRANKLIN",1757,1 
"65275","29137","Monroe MO","PARIS",2772,1 
"65276","29053","Cooper MO","PILOT GROVE",1505,1 
"65278","29175","Randolph MO","RENICK",182,1 
"65279","29019","Boone MO","ROCHEPORT",1249,0.849 
"65279","29089","Howard MO","ROCHEPORT",222,0.151 
"65280","29007","Audrain MO","RUSH HILL",193,1 
"65281","29041","Chariton MO","SALISBURY",3218,0.996 
"65281","29089","Howard MO","SALISBURY",10,0.003 
"65281","29175","Randolph MO","SALISBURY",2,0.001 
"65282","29137","Monroe MO","SANTA FE",153,1 
"65283","29137","Monroe MO","STOUTSVILLE",443,1 
"65284","29007","Audrain MO","STURGEON",62,0.027 
"65284","29019","Boone MO","STURGEON",2243,0.973 
"65285","29007","Audrain MO","THOMPSON",738,1 
"65286","29041","Chariton MO","TRIPLETT",198,1 
"65287","29053","Cooper MO","WOOLDRIDGE",276,0.809 
"65287","29135","Moniteau MO","WOOLDRIDGE",65,0.191 
"65301","29159","Pettis MO","SEDALIA",31839,1 
"65305","29101","Johnson MO","WHITEMAN AFB",3819,1 
"65320","29195","Saline MO","ARROW ROCK",91,1 
"65321","29107","Lafayette MO","BLACKBURN",77,0.162 
"65321","29195","Saline MO","BLACKBURN",398,0.838 
"65322","29053","Cooper MO","BLACKWATER",671,1 
"65323","29083","Henry MO","CALHOUN",932,1 
"65324","29015","Benton MO","CLIMAX SPRINGS",5,0.003 
"65324","29029","Camden MO","CLIMAX SPRINGS",1456,0.997 
"65325","29015","Benton MO","COLE CAMP",2880,0.998 
"65325","29159","Pettis MO","COLE CAMP",5,0.002 
"65326","29015","Benton MO","EDWARDS",1342,0.716 
"65326","29029","Camden MO","EDWARDS",531,0.284 
"65327","29107","Lafayette MO","EMMA",123,0.444 
"65327","29195","Saline MO","EMMA",154,0.556 
"65329","29141","Morgan MO","FLORENCE",363,1 
"65330","29195","Saline MO","GILLIAM",554,1 
"65332","29101","Johnson MO","GREEN RIDGE",21,0.015 
"65332","29159","Pettis MO","GREEN RIDGE",1419,0.985 
"65333","29159","Pettis MO","HOUSTONIA",728,0.853 
"65333","29195","Saline MO","HOUSTONIA",125,0.147 
"65334","29159","Pettis MO","HUGHESVILLE",767,1 
"65335","29015","Benton MO","IONIA",182,0.641 
"65335","29159","Pettis MO","IONIA",102,0.359 
"65336","29101","Johnson MO","KNOB NOSTER",5346,0.982 
"65336","29159","Pettis MO","KNOB NOSTER",99,0.018 
"65337","29159","Pettis MO","LA MONTE",1941,1 
"65338","29015","Benton MO","LINCOLN",2866,1 
"65339","29195","Saline MO","GRAND PASS",833,1 
"65340","29159","Pettis MO","NAPTON",102,0.007 
"65340","29195","Saline MO","NAPTON",15478,0.993 
"65344","29195","Saline MO","MIAMI",321,1 
"65345","29015","Benton MO","MORA",146,0.301 
"65345","29141","Morgan MO","MORA",114,0.235 
"65345","29159","Pettis MO","MORA",225,0.464 
"65347","29053","Cooper MO","NELSON",42,0.058 
"65347","29159","Pettis MO","NELSON",99,0.137 
"65347","29195","Saline MO","NELSON",581,0.805 
"65348","29053","Cooper MO","OTTERVILLE",1119,0.795 
"65348","29141","Morgan MO","OTTERVILLE",274,0.195 
"65348","29159","Pettis MO","OTTERVILLE",14,0.01 
"65349","29195","Saline MO","SLATER",2737,1 
"65350","29141","Morgan MO","SMITHTON",108,0.072 
"65350","29159","Pettis MO","SMITHTON",1382,0.928 
"65351","29101","Johnson MO","SWEET SPRINGS",9,0.003 
"65351","29159","Pettis MO","SWEET SPRINGS",160,0.061 
"65351","29195","Saline MO","SWEET SPRINGS",2445,0.935 
"65354","29053","Cooper MO","SYRACUSE",35,0.134 
"65354","29141","Morgan MO","SYRACUSE",227,0.866 
"65355","29015","Benton MO","WARSAW",9130,0.999 
"65355","29085","Hickory MO","WARSAW",10,0.001 
"65360","29015","Benton MO","WINDSOR",354,0.075 
"65360","29083","Henry MO","WINDSOR",3572,0.756 
"65360","29101","Johnson MO","WINDSOR",295,0.062 
"65360","29159","Pettis MO","WINDSOR",501,0.106 
"65401","29065","Dent MO","ROLLA",59,0.002 
"65401","29125","Maries MO","ROLLA",265,0.01 
"65401","29161","Phelps MO","ROLLA",27301,0.988 
"65436","29161","Phelps MO","BEULAH",108,1 
"65438","29149","Oregon MO","BIRCH TREE",431,0.145 
"65438","29203","Shannon MO","BIRCH TREE",2537,0.855 
"65439","29093","Iron MO","BIXBY",310,1 
"65440","29065","Dent MO","BOSS",418,0.659 
"65440","29093","Iron MO","BOSS",2,0.003 
"65440","29179","Reynolds MO","BOSS",214,0.338 
"65441","29055","Crawford MO","BOURBON",4370,0.965 
"65441","29071","Franklin MO","BOURBON",23,0.005 
"65441","29221","Washington MO","BOURBON",136,0.03 
"65443","29125","Maries MO","BRINKTOWN",134,1 
"65444","29215","Texas MO","BUCYRUS",1054,1 
"65446","29055","Crawford MO","CHERRYVILLE",376,1 
"65449","29055","Crawford MO","COOK STATION",369,0.816 
"65449","29161","Phelps MO","COOK STATION",83,0.184 
"65452","29131","Miller MO","CROCKER",135,0.046 
"65452","29169","Pulaski MO","CROCKER",2779,0.954 
"65453","29055","Crawford MO","CUBA",7862,0.987 
"65453","29073","Gasconade MO","CUBA",100,0.013 
"65456","29055","Crawford MO","DAVISVILLE",619,1 
"65457","29169","Pulaski MO","DEVILS ELBOW",163,1 
"65459","29125","Maries MO","DIXON",1582,0.203 
"65459","29131","Miller MO","DIXON",300,0.038 
"65459","29161","Phelps MO","DIXON",109,0.014 
"65459","29169","Pulaski MO","DIXON",5802,0.745 
"65461","29161","Phelps MO","DUKE",38,0.458 
"65461","29169","Pulaski MO","DUKE",45,0.542 
"65462","29065","Dent MO","EDGAR SPRINGS",137,0.103 
"65462","29161","Phelps MO","EDGAR SPRINGS",1188,0.897 
"65463","29059","Dallas MO","ELDRIDGE",13,0.014 
"65463","29105","Laclede MO","ELDRIDGE",947,0.986 
"65464","29215","Texas MO","ELK CREEK",412,1 
"65466","29203","Shannon MO","EMINENCE",1621,1 
"65468","29215","Texas MO","EUNICE",35,1 
"65470","29105","Laclede MO","FALCON",870,0.873 
"65470","29215","Texas MO","FALCON",16,0.016 
"65470","29229","Wright MO","FALCON",110,0.11 
"65473","29169","Pulaski MO","FORT LEONARD WOO",13666,1 
"65479","29203","Shannon MO","HARTSHORN",145,0.424 
"65479","29215","Texas MO","HARTSHORN",197,0.576 
"65483","29215","Texas MO","HOUSTON",4636,1 
"65484","29215","Texas MO","HUGGINS",182,1 
"65486","29131","Miller MO","IBERIA",3049,1 
"65501","29065","Dent MO","JADWIN",197,1 
"65529","29161","Phelps MO","JEROME",240,1 
"65532","29065","Dent MO","LAKE SPRING",54,1 
"65534","29105","Laclede MO","LAQUEY",67,0.093 
"65534","29169","Pulaski MO","LAQUEY",656,0.907 
"65535","29055","Crawford MO","LEASBURG",1564,1 
"65536","29029","Camden MO","LEBANON",55,0.002 
"65536","29059","Dallas MO","LEBANON",180,0.007 
"65536","29105","Laclede MO","LEBANON",26215,0.991 
"65540","29065","Dent MO","ANUTT",379,1 
"65541","29065","Dent MO","LENOX",233,1 
"65542","29065","Dent MO","LICKING",148,0.032 
"65542","29161","Phelps MO","LICKING",4,0.001 
"65542","29215","Texas MO","LICKING",4498,0.967 
"65543","29105","Laclede MO","LYNCHBURG",191,0.685 
"65543","29229","Wright MO","LYNCHBURG",88,0.315 
"65548","29091","Howell MO","MOUNTAIN VIEW",4946,0.898 
"65548","29203","Shannon MO","MOUNTAIN VIEW",454,0.082 
"65548","29215","Texas MO","MOUNTAIN VIEW",107,0.019 
"65550","29161","Phelps MO","NEWBURG",2809,0.885 
"65550","29169","Pulaski MO","NEWBURG",366,0.115 
"65552","29105","Laclede MO","PLATO",37,0.026 
"65552","29169","Pulaski MO","PLATO",115,0.08 
"65552","29215","Texas MO","PLATO",1278,0.894 
"65555","29215","Texas MO","RAYMONDVILLE",1095,1 
"65556","29029","Camden MO","RICHLAND",896,0.177 
"65556","29105","Laclede MO","RICHLAND",641,0.127 
"65556","29169","Pulaski MO","RICHLAND",3528,0.697 
"65557","29215","Texas MO","ROBY",166,1 
"65559","29073","Gasconade MO","SAINT JAMES",43,0.005 
"65559","29125","Maries MO","SAINT JAMES",616,0.072 
"65559","29161","Phelps MO","SAINT JAMES",7862,0.923 
"65560","29055","Crawford MO","SALEM",154,0.011 
"65560","29065","Dent MO","SALEM",12938,0.964 
"65560","29161","Phelps MO","SALEM",83,0.006 
"65560","29203","Shannon MO","SALEM",236,0.018 
"65560","29215","Texas MO","SALEM",10,0.001 
"65564","29215","Texas MO","SOLO",175,1 
"65565","29055","Crawford MO","BERRYMAN",5171,0.979 
"65565","29093","Iron MO","BERRYMAN",43,0.008 
"65565","29221","Washington MO","BERRYMAN",66,0.012 
"65566","29093","Iron MO","VIBURNUM",915,1 
"65567","29029","Camden MO","STOUTLAND",1045,0.814 
"65567","29105","Laclede MO","STOUTLAND",239,0.186 
"65570","29215","Texas MO","SUCCESS",525,1 
"65571","29203","Shannon MO","SUMMERSVILLE",610,0.272 
"65571","29215","Texas MO","SUMMERSVILLE",1632,0.728 
"65580","29125","Maries MO","VICHY",801,1 
"65582","29125","Maries MO","VIENNA",2241,1 
"65583","29169","Pulaski MO","SAINT ROBERT",14045,1 
"65588","29149","Oregon MO","WINONA",40,0.016 
"65588","29203","Shannon MO","WINONA",2512,0.984 
"65589","29215","Texas MO","YUKON",272,1 
"65590","29059","Dallas MO","LONG LANE",1565,1 
"65591","29029","Camden MO","MONTREAL",834,1 
"65601","29039","Cedar MO","ALDRICH",16,0.021 
"65601","29057","Dade MO","ALDRICH",190,0.244 
"65601","29167","Polk MO","ALDRICH",573,0.736 
"65603","29057","Dade MO","ARCOLA",175,1 
"65604","29057","Dade MO","ASH GROVE",124,0.033 
"65604","29077","Greene MO","ASH GROVE",2512,0.674 
"65604","29109","Lawrence MO","ASH GROVE",1093,0.293 
"65605","29009","Barry MO","JENKINS",1905,0.164 
"65605","29109","Lawrence MO","JENKINS",9687,0.833 
"65605","29209","Stone MO","JENKINS",38,0.003 
"65606","29149","Oregon MO","RIVERTON",3140,1 
"65608","29067","Douglas MO","AVA",8882,0.98 
"65608","29153","Ozark MO","AVA",64,0.007 
"65608","29213","Taney MO","AVA",115,0.013 
"65609","29091","Howell MO","BAKERSFIELD",140,0.186 
"65609","29153","Ozark MO","BAKERSFIELD",612,0.814 
"65610","29043","Christian MO","BILLINGS",3272,0.75 
"65610","29077","Greene MO","BILLINGS",463,0.106 
"65610","29109","Lawrence MO","BILLINGS",65,0.015 
"65610","29209","Stone MO","BILLINGS",563,0.129 
"65611","29209","Stone MO","BLUE EYE",1904,0.973 
"65611","29213","Taney MO","BLUE EYE",52,0.027 
"65612","29077","Greene MO","BOIS D ARC",1197,0.947 
"65612","29109","Lawrence MO","BOIS D ARC",67,0.053 
"65613","29167","Polk MO","BOLIVAR",15120,1 
"65614","29043","Christian MO","BRADLEYVILLE",51,0.101 
"65614","29213","Taney MO","BRADLEYVILLE",454,0.899 
"65616","29209","Stone MO","MARVEL CAVE PARK",1479,0.085 
"65616","29213","Taney MO","MARVEL CAVE PARK",15860,0.915 
"65617","29077","Greene MO","BRIGHTON",475,0.345 
"65617","29167","Polk MO","BRIGHTON",902,0.655 
"65618","29153","Ozark MO","BRIXEY",158,1 
"65619","29043","Christian MO","BROOKLINE STATIO",147,0.035 
"65619","29077","Greene MO","BROOKLINE STATIO",4066,0.965 
"65620","29043","Christian MO","BRUNER",366,0.966 
"65620","29067","Douglas MO","BRUNER",13,0.034 
"65622","29059","Dallas MO","BUFFALO",7559,0.958 
"65622","29167","Polk MO","BUFFALO",334,0.042 
"65623","29009","Barry MO","BUTTERFIELD",39,1 
"65624","29209","Stone MO","CAPE FAIR",395,1 
"65625","29009","Barry MO","CASSVILLE",7655,1 
"65626","29091","Howell MO","CAULFIELD",924,0.551 
"65626","29153","Ozark MO","CAULFIELD",754,0.449 
"65627","29213","Taney MO","CEDARCREEK",507,1 
"65629","29043","Christian MO","CHADWICK",781,1 
"65630","29043","Christian MO","CHESTNUTRIDGE",159,1 
"65631","29043","Christian MO","CLEVER",2070,0.821 
"65631","29209","Stone MO","CLEVER",451,0.179 
"65632","29059","Dallas MO","CONWAY",508,0.183 
"65632","29105","Laclede MO","CONWAY",1686,0.609 
"65632","29225","Webster MO","CONWAY",576,0.208 
"65633","29009","Barry MO","CRANE",426,0.118 
"65633","29209","Stone MO","CRANE",3179,0.882 
"65634","29015","Benton MO","CROSS TIMBERS",17,0.024 
"65634","29085","Hickory MO","CROSS TIMBERS",696,0.976 
"65635","29039","Cedar MO","DADEVILLE",74,0.13 
"65635","29057","Dade MO","DADEVILLE",497,0.87 
"65637","29067","Douglas MO","DORA",262,0.225 
"65637","29091","Howell MO","DORA",254,0.219 
"65637","29153","Ozark MO","DORA",646,0.556 
"65638","29067","Douglas MO","DRURY",375,0.812 
"65638","29153","Ozark MO","DRURY",87,0.188 
"65640","29039","Cedar MO","DUNNEGAN",124,0.163 
"65640","29167","Polk MO","DUNNEGAN",639,0.837 
"65641","29009","Barry MO","EAGLE ROCK",1378,1 
"65644","29059","Dallas MO","ELKLAND",1516,0.604 
"65644","29225","Webster MO","ELKLAND",993,0.396 
"65646","29057","Dade MO","EVERTON",1416,0.753 
"65646","29109","Lawrence MO","EVERTON",465,0.247 
"65647","29009","Barry MO","EXETER",2186,0.983 
"65647","29119","McDonald MO","EXETER",37,0.017 
"65648","29059","Dallas MO","FAIR GROVE",796,0.178 
"65648","29077","Greene MO","FAIR GROVE",3214,0.719 
"65648","29167","Polk MO","FAIR GROVE",198,0.044 
"65648","29225","Webster MO","FAIR GROVE",261,0.058 
"65649","29039","Cedar MO","FAIR PLAY",432,0.31 
"65649","29167","Polk MO","FAIR PLAY",961,0.69 
"65650","29085","Hickory MO","FLEMINGTON",612,0.531 
"65650","29167","Polk MO","FLEMINGTON",541,0.469 
"65652","29043","Christian MO","FORDLAND",231,0.063 
"65652","29067","Douglas MO","FORDLAND",49,0.013 
"65652","29225","Webster MO","FORDLAND",3410,0.924 
"65653","29043","Christian MO","FORSYTH",57,0.012 
"65653","29213","Taney MO","FORSYTH",4678,0.988 
"65655","29153","Ozark MO","GAINESVILLE",2955,1 
"65656","29009","Barry MO","GALENA",201,0.035 
"65656","29209","Stone MO","GALENA",5508,0.965 
"65657","29043","Christian MO","GARRISON",135,1 
"65658","29009","Barry MO","GOLDEN",1019,1 
"65659","29167","Polk MO","GOODSON",357,1 
"65660","29215","Texas MO","GRAFF",20,0.093 
"65660","29229","Wright MO","GRAFF",195,0.907 
"65661","29057","Dade MO","GREENFIELD",2728,1 
"65662","29105","Laclede MO","GROVESPRING",196,0.167 
"65662","29229","Wright MO","GROVESPRING",980,0.833 
"65663","29167","Polk MO","HALF WAY",1906,1 
"65664","29109","Lawrence MO","HALLTOWN",39,1 
"65667","29229","Wright MO","HARTVILLE",3146,1 
"65668","29085","Hickory MO","HERMITAGE",1628,1 
"65669","29043","Christian MO","HIGHLANDVILLE",1437,0.879 
"65669","29209","Stone MO","HIGHLANDVILLE",197,0.121 
"65672","29213","Taney MO","HOLLISTER",7803,1 
"65674","29039","Cedar MO","HUMANSVILLE",670,0.27 
"65674","29085","Hickory MO","HUMANSVILLE",95,0.038 
"65674","29167","Polk MO","HUMANSVILLE",1659,0.669 
"65674","29185","St. Clair MO","HUMANSVILLE",55,0.022 
"65675","29209","Stone MO","HURLEY",106,1 
"65676","29153","Ozark MO","ISABELLA",549,1 
"65679","29213","Taney MO","KIRBYVILLE",2393,1 
"65680","29213","Taney MO","KISSEE MILLS",960,1 
"65681","29209","Stone MO","LAMPE",2261,1 
"65682","29057","Dade MO","LOCKWOOD",1918,0.958 
"65682","29109","Lawrence MO","LOCKWOOD",84,0.042 
"65685","29059","Dallas MO","LOUISBURG",795,0.822 
"65685","29167","Polk MO","LOUISBURG",172,0.178 
"65686","29209","Stone MO","KIMBERLING CITY",4356,1 
"65689","29067","Douglas MO","CABOOL",266,0.056 
"65689","29091","Howell MO","CABOOL",23,0.005 
"65689","29215","Texas MO","CABOOL",4466,0.939 
"65690","29149","Oregon MO","COUCH",494,1 
"65692","29091","Howell MO","KOSHKONONG",321,0.272 
"65692","29149","Oregon MO","KOSHKONONG",859,0.728 
"65701","29213","Taney MO","MC CLURG",25,1 
"65702","29067","Douglas MO","MACOMB",99,0.211 
"65702","29229","Wright MO","MACOMB",371,0.789 
"65704","29067","Douglas MO","MANSFIELD",298,0.08 
"65704","29229","Wright MO","MANSFIELD",3441,0.92 
"65705","29109","Lawrence MO","MARIONVILLE",3405,0.912 
"65705","29209","Stone MO","MARIONVILLE",328,0.088 
"65706","29225","Webster MO","MARSHFIELD",12907,1 
"65707","29109","Lawrence MO","MILLER",2117,1 
"65708","29009","Barry MO","MONETT",7436,0.657 
"65708","29109","Lawrence MO","MONETT",3889,0.343 
"65710","29167","Polk MO","MORRISVILLE",1129,1 
"65711","29067","Douglas MO","MOUNTAIN GROVE",541,0.057 
"65711","29215","Texas MO","MOUNTAIN GROVE",1506,0.159 
"65711","29229","Wright MO","MOUNTAIN GROVE",7416,0.784 
"65712","29109","Lawrence MO","MOUNT VERNON",7114,1 
"65713","29225","Webster MO","NIANGUA",2137,0.889 
"65713","29229","Wright MO","NIANGUA",266,0.111 
"65714","29043","Christian MO","NIXA",20633,0.982 
